"guide","dataset","table","variable","type","n_rows","missing","missing_pct","distinct","domain_or_distribution","values_if_small_domain","metadata_match","plida_variable_descriptions","plida_products","blade_item","blade_valid_response","blade_available_periods"
"blade","BLADE","abs-blade","ituseplan_dam","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-11-business-characteristics-survey-digital-activity-module-dam","","","2021-22"
"blade","BLADE","abs-blade","ituseprod_dam","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-11-business-characteristics-survey-digital-activity-module-dam","","1 = Yes","2021-22"
"blade","BLADE","abs-blade","itusestock_dam","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 0e+00 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-11-business-characteristics-survey-digital-activity-module-dam","","","2021-22"
"blade","BLADE","abs-blade","itusevcrc_dam","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-11-business-characteristics-survey-digital-activity-module-dam","","","2021-22"
"blade","BLADE","abs-blade","itusewhs_dam","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 1e+00 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-11-business-characteristics-survey-digital-activity-module-dam","","","2021-22"
"blade","BLADE","abs-blade","itustock_bcs","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","Stock control","blade-table-08-business-characteristics-survey-bcs","Stock control","","2005-06;2013-14;2015-16;2017-18;2019-20"
"blade","BLADE","abs-blade","iwebgs_extpl_im","integer",5871,5785,98.5352,5,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 7777777; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-10-business-characteristics-survey-innovation-module-im","","","2022-23"
"blade","BLADE","abs-blade","iwebgs_none_im","integer",5871,5785,98.5352,5,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 7777777; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-10-business-characteristics-survey-innovation-module-im","","","2022-23"
"blade","BLADE","abs-blade","iwebgs_rcaft_im","integer",5871,5785,98.5352,5,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 7777777; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-10-business-characteristics-survey-innovation-module-im","","999999999 = Missing","2022-23"
"blade","BLADE","abs-blade","iwebgs_rdcoe_im","integer",5871,5785,98.5352,5,"0 / 0 / 1 / 5833333 / 999999999","0; 1; 7777777; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-10-business-characteristics-survey-innovation-module-im","","1 = Yes","2022-23"
"blade","BLADE","abs-blade","iwebgs_rdpol_im","integer",5871,5785,98.5352,5,"0e+00 / 0e+00 / 0e+00 / 1e+00 / 1e+09","0; 1; 7777777; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-10-business-characteristics-survey-innovation-module-im","","88888888 = Missing due to sequencing","2022-23"
"blade","BLADE","abs-blade","iwebgs_rdusee_im","integer",5871,5785,98.5352,5,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 7777777; 88888888; 999999999","matched PLIDA variable metadata","Were any of the following environmental benefits obtained as a result of the introduction of the new or significantly improved goods or ser…","blade-table-10-business-characteristics-survey-innovation-module-im","Were any of the following environmental benefits obtained as a result of the introduction of the new or significantly improved goods or ser…","0 = No","2022-23"
"blade","BLADE","abs-blade","iwebpr_none_im","integer",5871,5785,98.5352,4,"0.0 / 0.0 / 0.5 / 66666666.2 / 999999999.0","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-10-business-characteristics-survey-innovation-module-im","","","2022-23"
"blade","BLADE","abs-blade","iwebpr_rcprd_im","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 0e+00 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-10-business-characteristics-survey-innovation-module-im","","","2022-23"
"blade","BLADE","abs-blade","iwebpr_rdcoe_im","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-10-business-characteristics-survey-innovation-module-im","","88888888 = Missing due to sequencing","2022-23"
"blade","BLADE","abs-blade","iwebpr_rdpol_im","integer",5871,5785,98.5352,4,"0 / 0 / 0 / 66666666 / 999999999","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-10-business-characteristics-survey-innovation-module-im","","","2022-23"
"blade","BLADE","abs-blade","iwebpr_rdusee_im","integer",5871,5785,98.5352,4,"0.0 / 0.0 / 0.5 / 66666666.2 / 999999999.0","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-10-business-characteristics-survey-innovation-module-im","","1 = Yes","2022-23"
"blade","BLADE","abs-blade","iwebpr_rdusep_im","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 5e-01 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","Were any of the following environmental benefits obtained as a result of the introduction of the new or significantly improved processes?","blade-table-10-business-characteristics-survey-innovation-module-im","Were any of the following environmental benefits obtained as a result of the introduction of the new or significantly improved processes?","0 = No","2022-23"
"blade","BLADE","abs-blade","iwebpr_rpeng_im","integer",5871,5785,98.5352,4,"0e+00 / 0e+00 / 0e+00 / 1e+00 / 1e+09","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-10-business-characteristics-survey-innovation-module-im","","999999999 = Missing","2022-23"
"blade","BLADE","abs-blade","iwebpr_rpmat_im","integer",5871,5785,98.5352,4,"0.0 / 0.0 / 0.5 / 66666666.2 / 999999999.0","0; 1; 88888888; 999999999","matched PLIDA variable metadata","The BLADE DIL does not supply a variable description.","blade-table-10-business-characteristics-survey-innovation-module-im","","","2022-23"
"blade","BLADE","abs-blade","jk1_emp_payment","integer",5871,5785,98.5352,7,"1 / 3 / 4 / 5 / 7","1; 2; 3; 4; 5; 6; 7","matched PLIDA variable metadata","How many employees the business received a JobKeeper payment for during the original phase of the scheme. The ATO dates that phase as ""JobK…","blade-table-36-jobkeeper-payment-scheme","The number of employees that received a JK v1 payment","Numeric",""
"blade","BLADE","abs-blade","jk2_emp_payment","integer",5871,5785,98.5352,8,"1.0 / 3.0 / 3.5 / 5.0 / 8.0","1; 2; 3; 4; 5; 6; 7; 8","matched PLIDA variable metadata","How many employees the business received a JobKeeper payment for during the extension period of the scheme. The ATO splits that period into…","blade-table-36-jobkeeper-payment-scheme","The number of employees that received a JK v2 payment","Numeric",""
"blade","BLADE","abs-blade","jk2_emp_t1","integer",5871,5785,98.5352,7,"1 / 3 / 4 / 5 / 7","1; 2; 3; 4; 5; 6; 7","matched PLIDA variable metadata","How many of the business's JobKeeper employees were paid at the higher extension rate, which turned on hours worked before the pandemic. Th…","blade-table-36-jobkeeper-payment-scheme","The number of employees that received a JK v2 tier 1 payment","Numeric",""
"blade","BLADE","abs-blade","jk2_emp_t2","integer",5871,5785,98.5352,8,"1.00 / 3.00 / 4.00 / 4.75 / 8.00","1; 2; 3; 4; 5; 6; 7; 8","matched PLIDA variable metadata","How many of the business's JobKeeper employees were paid at the lower extension rate, $750 a fortnight to 3 January 2021 and $650 from 4 Ja…","blade-table-36-jobkeeper-payment-scheme","The number of employees that received a JK v2 tier 2 payment","Numeric",""
"blade","BLADE","abs-blade","jkdisbursementapramt","numeric",5871,5785,98.5352,86,"97221 / 241091 / 320051 / 446599 / 1356411","","matched PLIDA variable metadata","The JobKeeper money the ATO paid this business in April, which in practice means April 2021, the wash-up month after the scheme closed on 2…","blade-table-36-jobkeeper-payment-scheme","Disbursements in April Amount","Numeric ($)",""
"blade","BLADE","abs-blade","jkdisbursementaugamt","numeric",5871,5785,98.5352,86,"65511 / 244165 / 311849 / 466910 / 1102119","","matched PLIDA variable metadata","The JobKeeper money the ATO paid this business in August 2020, a three-fortnight month and one of the two spikes in the national series. Th…","blade-table-36-jobkeeper-payment-scheme","Disbursements in August Amount","Numeric ($)",""
"blade","BLADE","abs-blade","jkdisbursementdecamt","numeric",5871,5785,98.5352,86,"77718.9 / 226552.5 / 310709.5 / 493378.8 / 1249234.5","","matched PLIDA variable metadata","The JobKeeper money the ATO paid this business in December 2020, the second and last three-fortnight month of the scheme. The ATO notes tha…","blade-table-36-jobkeeper-payment-scheme","Disbursements in December Amount","Numeric ($)",""
"blade","BLADE","abs-blade","jkdisbursementfebamt","numeric",5871,5785,98.5352,86,"83861.7 / 204096.3 / 313411.8 / 478144.9 / 1130951.5","","matched PLIDA variable metadata","The JobKeeper money the ATO paid this business in February, necessarily February 2021 and squarely inside the final extension period. It is…","blade-table-36-jobkeeper-payment-scheme","Disbursements in February Amount","Numeric ($)",""
"blade","BLADE","abs-blade","jkdisbursementjanamt","numeric",5871,5785,98.5352,86,"58885.7 / 221360.5 / 359441.8 / 508082.5 / 1831239.1","","matched PLIDA variable metadata","The JobKeeper money the ATO paid this business in January, which can only be January 2021 because the scheme ran from 30 March 2020. It sit…","blade-table-36-jobkeeper-payment-scheme","Disbursements in January Amount","Numeric ($)",""
"blade","BLADE","abs-blade","jkdisbursementjulamt","numeric",5871,5785,98.5352,86,"68618.5 / 219220.3 / 364991.1 / 489873.5 / 1314650.5","","matched PLIDA variable metadata","The JobKeeper money the ATO paid this business in July 2020, still under phase 1 and its flat $1,500 fortnightly rate. July is the first mo…","blade-table-36-jobkeeper-payment-scheme","Disbursements in July Amount","Numeric ($)",""
"blade","BLADE","abs-blade","jkdisbursementjunamt","numeric",5871,5785,98.5352,86,"77436.3 / 217797.4 / 337290.8 / 458825.7 / 1599259.5","","matched PLIDA variable metadata","The JobKeeper money the ATO paid this business in June 2020, a clean two-fortnight month at the flat phase 1 rate. Every eligible employee …","blade-table-36-jobkeeper-payment-scheme","Disbursements in June Amount","Numeric ($)",""
"blade","BLADE","abs-blade","jkdisbursementmaramt","numeric",5871,5785,98.5352,86,"105837 / 208721 / 303104 / 499910 / 1491492","","matched PLIDA variable metadata","The JobKeeper money the ATO paid this business in March, the one month label that two scheme years can share. March 2020 carries nothing, b…","blade-table-36-jobkeeper-payment-scheme","Disbursements in March Amount","Numeric ($)",""
"blade","BLADE","abs-blade","jkdisbursementmayamt","numeric",5871,5785,98.5352,86,"81289.9 / 232528.1 / 322028.4 / 519275.8 / 1145536.1","","matched PLIDA variable metadata","The JobKeeper money the ATO paid this business in May, which for most firms was the first JobKeeper money they ever received. Payments bega…","blade-table-36-jobkeeper-payment-scheme","Disbursements in May Amount","Numeric ($)",""
"blade","BLADE","abs-blade","jkdisbursementnovamt","numeric",5871,5785,98.5352,86,"91484.6 / 241109.3 / 350371.2 / 525214.2 / 1417154.8","","matched PLIDA variable metadata","The JobKeeper money the ATO paid this business in November 2020, the first month whose claim carried a confirmed tier for every employee. T…","blade-table-36-jobkeeper-payment-scheme","Disbursements in November Amount","Numeric ($)",""
"blade","BLADE","abs-blade","jkdisbursementoctamt","numeric",5871,5785,98.5352,86,"70142.9 / 206250.7 / 357906.4 / 497123.5 / 1479124.8","","matched PLIDA variable metadata","The JobKeeper money the ATO paid this business in October 2020, the first month of the extension and the month the scheme's population was …","blade-table-36-jobkeeper-payment-scheme","Disbursements in October Amount","Numeric ($)",""
"blade","BLADE","abs-blade","jkdisbursementsepamt","numeric",5871,5785,98.5352,86,"97481.3 / 215257.7 / 334374.9 / 493065.5 / 1133946.6","","matched PLIDA variable metadata","The JobKeeper money the ATO paid this business in September 2020, the last month dominated by the flat $1,500 rate. Phase 1 ran to 27 Septe…","blade-table-36-jobkeeper-payment-scheme","Disbursements in September Amount","Numeric ($)",""
"blade","BLADE","abs-blade","jobkeeper_version","character",5871,5785,98.5352,1,"in189_v1=86","in189_v1","matched PLIDA variable metadata","Which ABS integration run produced this JobKeeper row, an internal reference to the build rather than anything about the payment. The ABS l…","blade-table-36-jobkeeper-payment-scheme","Integration version of dataset (internal ABS reference)","Alphanumeric",""
"blade","BLADE","abs-blade","jobmaker_version","character",5871,5785,98.5352,1,"in197_v1=86","in197_v1","matched PLIDA variable metadata","Which ABS build of the JobMaker Hiring Credit extract this row came from, not anything about the firm's hiring. The scheme itself was short…","blade-table-37-jobmaker-hiring-credit-scheme","Integration version of dataset (internal ABS reference)","Alphanumeric",""
"blade","BLADE","abs-blade","jobsharing","character",5871,5829,99.2846,1,"Y=42","Y","matched PLIDA variable metadata","Whether the federal enterprise agreement contains a job-sharing arrangement, or a promise to introduce or discuss one during the agreement'…","blade-table-49-workplace-agreements-database-wad-agreement","The agreement contains either job-sharing arrangements or a commitment to introduce/discuss the introduction of job-sharing during the life…","Y = Yes",""
"blade","BLADE","abs-blade","juryservicemakeuppay","character",5871,5830,99.3017,1,"Y=41","Y","matched PLIDA variable metadata","Whether the enterprise agreement promises to pay the gap between an employee's jury service payment and their ordinary wage. That gap has a…","blade-table-49-workplace-agreements-database-wad-agreement","The agreement pays the difference between the jury service stipend and the employee’s ordinary wage.","Y = Yes Should only be coded in agreements made prior to 1/1/2011.",""
"blade","BLADE","abs-blade","jvs_version","character",5871,5785,98.5352,1,"in077_v1=86","in077_v1","matched PLIDA variable metadata","Integration version (internal ABS reference)","blade-table-22-job-vacancy-survey-jvs","Integration version (internal ABS reference)","8 digit alphanumeric","2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;201…"
"blade","BLADE","abs-blade","k_beef","numeric",5871,5699,97.0703,172,"63927.5 / 199494.8 / 320475.8 / 506692.4 / 1214733.1","","matched PLIDA variable metadata","How many beef cattle the farm business had on hand: a stock held at a point in time, not turn-off over the year. ABS agricultural collectio…","blade-table-57-farm-level-analytical-dataset-flad-idw | blade-table-58-farm-level-analytical-dataset-flad-suc","Total beef cattle on hand","Numeric","2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;200…"
"blade","BLADE","abs-blade","k_dairy_cows","numeric",5871,5699,97.0703,172,"70934.7 / 220021.7 / 312449.9 / 479780.1 / 1067758.8","","matched PLIDA variable metadata","How many dairy cows the farm held at 30 June - the milking herd as a closing stock, not an average across the year. The ABS anchors all its…","blade-table-57-farm-level-analytical-dataset-flad-idw | blade-table-58-farm-level-analytical-dataset-flad-suc","Dairy cows on hand (30 June)","Numeric","2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;200…"
