"dataset","variable","occurrence_count","status","determination","rule","implemented_domain_or_derivation","evidence_source","caveat"
"AEDC","CPROFILE",6,"unsupported-codeframe","typed-missing-aggregate-rule","Typed NA_character_. CPROFILE depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","Typed NA_character_. CPROFILE depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after geography grouping: implement the published group rule. A random record-level flag would be misleading."
"AEDC","CPUBLIC",6,"unsupported-codeframe","typed-missing-aggregate-rule","Typed NA_character_. CPUBLIC depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","Typed NA_character_. CPUBLIC depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after geography grouping: implement the published group rule. A random record-level flag would be misleading."
"AEDC","CYCLE",6,"structural","implemented-collection-structure","Exact source maps collection years 2009, 2012, 2015, 2018, 2021 and 2024 to official cycle codes 1 to 6; YEAR keeps the year.","Exact source maps collection years 2009, 2012, 2015, 2018, 2021 and 2024 to official cycle codes 1 to 6; YEAR keeps the year.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The mapping is exact for the six released cycles. Unsupported cycle years become typed missing."
"AEDC","D1",6,"populated","implemented-public-instrument-rule","AEDC rule generates D1 from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC rule generates D1 from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","Cycles 1 and 2 use 0, 3 and 88. Later cycles use 0, 1, 2 and 88. Prevalence is synthetic."
"AEDC","D10",4,"populated","implemented-public-instrument-rule","AEDC rule generates D10 from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC rule generates D10 from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The domain and conditional structure are public. Prevalence is synthetic."
"AEDC","D10A",6,"populated","implemented-public-instrument-rule","AEDC rule generates D10A from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC rule generates D10A from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The domain and conditional structure are public. Prevalence is synthetic."
"AEDC","D10AAY",3,"populated","implemented-public-instrument-rule","AEDC rule generates D10AAY from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC rule generates D10AAY from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The domain and conditional structure are public. Prevalence is synthetic."
"AEDC","D10ABY",3,"populated","implemented-public-instrument-rule","AEDC rule generates D10ABY from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC rule generates D10ABY from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The domain and conditional structure are public. Prevalence is synthetic."
"AEDC","D10ACY",3,"populated","implemented-public-instrument-rule","AEDC rule generates D10ACY from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC rule generates D10ACY from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The domain and conditional structure are public. Prevalence is synthetic."
"AEDC","D10ADY",3,"populated","implemented-public-instrument-rule","AEDC rule generates D10ADY from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC rule generates D10ADY from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The domain and conditional structure are public. Prevalence is synthetic."
"AEDC","D10AY",3,"populated","implemented-public-instrument-rule","AEDC rule generates D10AY from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC rule generates D10AY from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The domain and conditional structure are public. Prevalence is synthetic."
"AEDC","D10B",6,"populated","implemented-public-instrument-rule","AEDC rule generates D10B from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC rule generates D10B from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The domain and conditional structure are public. Prevalence is synthetic."
"AEDC","D10C",6,"populated","implemented-public-instrument-rule","AEDC rule generates D10C from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC rule generates D10C from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The domain and conditional structure are public. Prevalence is synthetic."
"AEDC","D10CY",3,"populated","implemented-public-instrument-rule","AEDC rule generates D10CY from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC rule generates D10CY from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The domain and conditional structure are public. Prevalence is synthetic."
"AEDC","D10DY",3,"populated","implemented-public-instrument-rule","AEDC rule generates D10DY from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC rule generates D10DY from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The domain and conditional structure are public. Prevalence is synthetic."
"AEDC","D10FYA",3,"populated","implemented-public-instrument-rule","AEDC rule generates D10FYA from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC rule generates D10FYA from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The domain and conditional structure are public. Prevalence is synthetic."
"AEDC","D10GY",3,"populated","implemented-public-instrument-rule","AEDC rule generates D10GY from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC rule generates D10GY from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The domain and conditional structure are public. Prevalence is synthetic."
"AEDC","D10HY",3,"populated","implemented-public-instrument-rule","AEDC rule generates D10HY from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC rule generates D10HY from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The domain and conditional structure are public. Prevalence is synthetic."
"AEDC","D10IY",3,"populated","implemented-public-instrument-rule","AEDC rule generates D10IY from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC rule generates D10IY from its official emerging-needs domain and keeps D10 group and specific-condition fields coherent.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The domain and conditional structure are public. Prevalence is synthetic."
